id_partido,fecha,temporada,ano_inicio,uri_local,uri_visitante,puntos_local,puntos_visitante,cobertura_local,rebotes_local,asistencias_local,robos_local,perdidas_local,valoracion_local,porc_t3_local,cobertura_visitante,rebotes_visitante,asistencias_visitante,robos_visitante,perdidas_visitante,valoracion_visitante,porc_t3_visitante
20221217_morabanc-andorra_real-valladolid,2022-12-17,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/2111/morabanc-andorra,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,94,70,1.0,28.0,20.0,8.0,10.0,109.0,60.87,1.0,23.0,18.0,5.0,11.0,69.0,26.67
20221229_alimerka-oviedo_morabanc-andorra,2022-12-29,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/2111/morabanc-andorra,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,79,60,1.0,36.0,16.0,11.0,9.0,89.0,31.82,1.0,26.0,11.0,8.0,17.0,58.0,36.0
20230304_morabanc-andorra_super-agropal-palencia,2023-03-04,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/2111/morabanc-andorra,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,97,89,1.0,41.0,21.0,5.0,16.0,109.0,45.45,1.0,25.0,11.0,9.0,10.0,85.0,43.33
20230311_morabanc-andorra_san-pablo-burgos,2023-03-11,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/2111/morabanc-andorra,73,95,1.0,26.0,11.0,5.0,12.0,59.0,27.59,1.0,29.0,21.0,6.0,14.0,109.0,60.71
20230401_morabanc-andorra_movistar-estudiantes,2023-04-01,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/2111/morabanc-andorra,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,85,51,1.0,44.0,18.0,3.0,11.0,106.0,28.57,1.0,30.0,12.0,6.0,10.0,36.0,32.0
20230415_morabanc-andorra_real-valladolid,2023-04-15,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2111/morabanc-andorra,74,81,1.0,26.0,14.0,10.0,6.0,81.0,28.57,1.0,39.0,11.0,1.0,12.0,82.0,27.78
20230429_alimerka-oviedo_morabanc-andorra,2023-04-29,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2111/morabanc-andorra,63,79,1.0,26.0,5.0,11.0,10.0,51.0,20.0,1.0,44.0,17.0,8.0,17.0,93.0,41.38
20221030_movistar-estudiantes_real-valladolid,2022-10-30,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,81,70,1.0,34.0,18.0,5.0,8.0,94.0,33.33,1.0,30.0,11.0,4.0,13.0,65.0,33.33
20221120_alimerka-oviedo_movistar-estudiantes,2022-11-20,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,90,60,1.0,32.0,23.0,5.0,16.0,110.0,54.16,1.0,21.0,11.0,10.0,17.0,49.0,18.75
20230114_movistar-estudiantes_san-pablo-burgos,2023-01-14,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,78,86,1.0,33.0,16.0,5.0,8.0,78.0,27.59,1.0,31.0,17.0,5.0,11.0,97.0,38.23
20230108_movistar-estudiantes_super-agropal-palencia,2023-01-08,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,73,83,1.0,34.0,13.0,6.0,7.0,72.0,26.47,1.0,41.0,19.0,4.0,9.0,94.0,33.33
20230305_movistar-estudiantes_real-valladolid,2023-03-05,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,81,75,1.0,31.0,9.0,4.0,6.0,80.0,36.36,1.0,27.0,14.0,5.0,9.0,75.0,39.13
20230318_alimerka-oviedo_movistar-estudiantes,2023-03-18,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,68,66,1.0,30.0,16.0,5.0,11.0,75.0,20.0,1.0,29.0,9.0,4.0,12.0,54.0,31.25
20230505_movistar-estudiantes_super-agropal-palencia,2023-05-05,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,74,66,1.0,35.0,15.0,2.0,10.0,75.0,34.78,1.0,29.0,9.0,6.0,2.0,61.0,16.67
20230514_movistar-estudiantes_san-pablo-burgos,2023-05-14,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,104,96,1.0,39.0,13.0,8.0,14.0,113.0,38.71,1.0,41.0,23.0,10.0,9.0,105.0,27.27
20221022_alimerka-oviedo_san-pablo-burgos,2022-10-22,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,59,70,1.0,28.0,13.0,6.0,16.0,49.0,32.14,1.0,36.0,19.0,10.0,13.0,90.0,31.82
20221016_alimerka-oviedo_super-agropal-palencia,2022-10-16,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,88,63,1.0,34.0,22.0,10.0,11.0,109.0,38.23,1.0,25.0,9.0,6.0,17.0,49.0,29.17
20221206_alimerka-oviedo_real-valladolid,2022-12-06,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,64,81,1.0,31.0,12.0,6.0,15.0,54.0,16.67,1.0,37.0,18.0,7.0,14.0,94.0,33.33
20230204_alimerka-oviedo_super-agropal-palencia,2023-02-04,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,56,67,1.0,31.0,7.0,5.0,14.0,48.0,20.83,1.0,36.0,8.0,7.0,7.0,74.0,4.55
20230218_alimerka-oviedo_san-pablo-burgos,2023-02-18,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,89,64,1.0,25.0,19.0,12.0,7.0,98.0,35.48,1.0,31.0,11.0,1.0,21.0,62.0,40.0
20230405_alimerka-oviedo_real-valladolid,2023-04-05,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,89,72,1.0,36.0,18.0,7.0,3.0,110.0,35.48,1.0,25.0,11.0,2.0,10.0,66.0,40.91
20221007_real-valladolid_super-agropal-palencia,2022-10-07,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,75,65,1.0,32.0,15.0,3.0,5.0,78.0,40.0,1.0,32.0,10.0,2.0,15.0,62.0,35.0
20221216_san-pablo-burgos_super-agropal-palencia,2022-12-16,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,84,69,1.0,33.0,12.0,6.0,8.0,92.0,34.78,1.0,28.0,13.0,3.0,11.0,60.0,20.59
20230128_real-valladolid_super-agropal-palencia,2023-01-28,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,76,70,1.0,35.0,8.0,6.0,15.0,72.0,35.71,1.0,25.0,11.0,8.0,12.0,59.0,31.82
20230415_san-pablo-burgos_super-agropal-palencia,2023-04-15,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,89,65,1.0,33.0,19.0,8.0,9.0,103.0,46.15,1.0,31.0,13.0,4.0,12.0,62.0,33.33
20221011_real-valladolid_san-pablo-burgos,2022-10-11,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,75,61,1.0,29.0,11.0,8.0,8.0,78.0,34.61,1.0,28.0,7.0,4.0,14.0,47.0,23.08
20230201_real-valladolid_san-pablo-burgos,2023-02-01,2022-2023,2022,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,77,58,1.0,38.0,19.0,7.0,15.0,89.0,35.0,1.0,32.0,13.0,6.0,15.0,49.0,25.0
20231006_gipuzkoa-basket_hiopos-lleida,2023-10-06,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,75,68,1.0,39.0,11.0,8.0,8.0,80.0,24.14,1.0,37.0,18.0,5.0,13.0,75.0,35.71
20231015_gipuzkoa-basket_ubu-tizona-burgos,2023-10-15,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/13448/ubu-tizona-burgos,76,74,1.0,28.0,12.0,4.0,14.0,73.0,40.0,1.0,23.0,5.0,4.0,11.0,61.0,28.57
20231022_alimerka-oviedo_gipuzkoa-basket,2023-10-22,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,81,86,1.0,25.0,19.0,5.0,13.0,76.0,42.42,1.0,31.0,25.0,5.0,13.0,102.0,36.84
20231027_fuenlabrada_gipuzkoa-basket,2023-10-27,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/159/fuenlabrada,81,70,1.0,44.0,13.0,5.0,13.0,89.0,29.41,1.0,17.0,8.0,3.0,8.0,52.0,22.22
20231101_gipuzkoa-basket_real-betis,2023-11-01,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/158/real-betis,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,81,83,1.0,25.0,17.0,9.0,14.0,83.0,37.5,1.0,39.0,24.0,7.0,15.0,97.0,42.86
20231105_gipuzkoa-basket_hestia-menorca,2023-11-05,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/669/hestia-menorca,87,79,1.0,27.0,15.0,7.0,7.0,103.0,38.46,1.0,19.0,6.0,6.0,12.0,72.0,45.45
20231110_gipuzkoa-basket_hla-alicante,2023-11-10,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,71,70,1.0,25.0,14.0,12.0,10.0,67.0,34.37,1.0,41.0,18.0,5.0,24.0,76.0,30.0
20231119_caceres_gipuzkoa-basket,2023-11-19,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/152/caceres,88,64,1.0,34.0,19.0,9.0,14.0,111.0,45.45,1.0,22.0,7.0,6.0,12.0,47.0,29.17
20231124_gipuzkoa-basket_ourense,2023-11-24,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/670/ourense,99,65,1.0,28.0,19.0,6.0,12.0,126.0,72.22,1.0,15.0,5.0,6.0,14.0,40.0,40.0
20231129_gipuzkoa-basket_real-valladolid,2023-11-29,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,71,65,1.0,31.0,7.0,6.0,15.0,62.0,28.12,1.0,32.0,12.0,9.0,16.0,66.0,25.0
20231202_gipuzkoa-basket_rioverde-clavijo,2023-12-02,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,56,76,1.0,30.0,11.0,7.0,9.0,55.0,21.74,1.0,33.0,19.0,4.0,7.0,90.0,21.74
20231210_gipuzkoa-basket_leyma-coruna,2023-12-10,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,84,91,1.0,28.0,25.0,8.0,10.0,91.0,43.33,1.0,39.0,25.0,4.0,13.0,114.0,26.67
20231216_amics-castello_gipuzkoa-basket,2023-12-16,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,80,90,1.0,24.0,20.0,5.0,9.0,82.0,38.89,1.0,37.0,26.0,5.0,12.0,113.0,40.91
20231222_gipuzkoa-basket_san-pablo-burgos,2023-12-22,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,80,78,1.0,42.0,8.0,3.0,14.0,79.0,30.0,1.0,26.0,9.0,8.0,5.0,70.0,30.3
20231229_gipuzkoa-basket_grupo-alega-cantabria,2023-12-29,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/13446/grupo-alega-cantabria,76,67,1.0,41.0,18.0,7.0,20.0,91.0,38.09,1.0,16.0,13.0,12.0,12.0,60.0,34.78
20240107_gipuzkoa-basket_melilla-ciudad-del-deporte-1,2024-01-07,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,82,93,1.0,28.0,16.0,5.0,10.0,78.0,37.5,1.0,35.0,19.0,6.0,13.0,115.0,41.93
20240112_gipuzkoa-basket_movistar-estudiantes,2024-01-12,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,83,85,1.0,43.0,13.0,3.0,14.0,88.0,40.91,1.0,28.0,9.0,8.0,10.0,81.0,40.0
20240119_caceres_gipuzkoa-basket,2024-01-19,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,68,86,1.0,26.0,3.0,7.0,6.0,55.0,26.09,1.0,36.0,13.0,3.0,13.0,102.0,42.85
20240204_gipuzkoa-basket_real-valladolid,2024-02-04,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,84,81,1.0,29.0,10.0,4.0,10.0,79.0,39.13,1.0,19.0,10.0,3.0,10.0,71.0,38.46
20240209_gipuzkoa-basket_ubu-tizona-burgos,2024-02-09,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/13448/ubu-tizona-burgos,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,99,76,1.0,30.0,15.0,6.0,17.0,102.0,53.84,1.0,29.0,13.0,7.0,18.0,71.0,20.0
20240218_gipuzkoa-basket_rioverde-clavijo,2024-02-18,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,84,66,1.0,33.0,15.0,11.0,14.0,89.0,42.1,1.0,34.0,6.0,4.0,15.0,50.0,17.39
20240303_gipuzkoa-basket_hestia-menorca,2024-03-03,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/669/hestia-menorca,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,89,81,1.0,32.0,12.0,4.0,8.0,92.0,47.06,1.0,28.0,21.0,6.0,10.0,97.0,30.0
20240308_amics-castello_gipuzkoa-basket,2024-03-08,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,92,78,1.0,44.0,14.0,8.0,20.0,106.0,40.91,1.0,29.0,12.0,11.0,10.0,75.0,18.75
20240312_gipuzkoa-basket_leyma-coruna,2024-03-12,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,67,84,1.0,31.0,13.0,6.0,11.0,63.0,25.81,1.0,47.0,16.0,8.0,11.0,99.0,36.36
20240317_gipuzkoa-basket_hiopos-lleida,2024-03-17,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,87,72,1.0,38.0,15.0,4.0,11.0,99.0,50.0,1.0,31.0,11.0,9.0,13.0,71.0,30.0
20240323_gipuzkoa-basket_san-pablo-burgos,2024-03-23,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,75,70,1.0,30.0,20.0,9.0,11.0,79.0,30.55,1.0,39.0,10.0,5.0,12.0,71.0,20.0
20240331_gipuzkoa-basket_melilla-ciudad-del-deporte-1,2024-03-31,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,88,80,1.0,41.0,18.0,5.0,14.0,105.0,50.0,1.0,34.0,9.0,5.0,11.0,71.0,29.41
20240406_gipuzkoa-basket_grupo-alega-cantabria,2024-04-06,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/13446/grupo-alega-cantabria,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,96,106,1.0,33.0,15.0,8.0,9.0,103.0,36.0,1.0,34.0,19.0,6.0,13.0,113.0,55.55
20240410_alimerka-oviedo_gipuzkoa-basket,2024-04-10,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,67,58,1.0,33.0,12.0,5.0,14.0,72.0,28.57,1.0,24.0,4.0,6.0,8.0,41.0,16.0
20240414_gipuzkoa-basket_movistar-estudiantes,2024-04-14,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,90,81,1.0,27.0,18.0,6.0,8.0,96.0,52.63,1.0,35.0,18.0,6.0,10.0,91.0,38.09
20240421_gipuzkoa-basket_real-betis,2024-04-21,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/158/real-betis,93,99,1.0,39.0,12.0,6.0,14.0,89.0,32.14,1.0,35.0,10.0,9.0,15.0,101.0,48.27
20240427_fuenlabrada_gipuzkoa-basket,2024-04-27,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/159/fuenlabrada,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,81,71,1.0,29.0,17.0,9.0,11.0,90.0,35.29,1.0,29.0,18.0,7.0,16.0,80.0,33.33
20240503_gipuzkoa-basket_hla-alicante,2024-05-03,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,97,87,1.0,29.0,20.0,4.0,11.0,104.0,40.74,1.0,22.0,14.0,6.0,7.0,84.0,25.0
20240510_gipuzkoa-basket_ourense,2024-05-10,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/908/gipuzkoa-basket,76,87,1.0,22.0,19.0,4.0,9.0,76.0,35.48,1.0,35.0,20.0,5.0,11.0,107.0,47.62
20231007_amics-castello_ourense,2023-10-07,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,93,80,1.0,35.0,21.0,6.0,8.0,104.0,40.0,1.0,26.0,17.0,5.0,12.0,86.0,50.0
20231013_amics-castello_caceres,2023-10-13,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/152/caceres,90,86,1.0,36.0,21.0,6.0,10.0,98.0,33.33,1.0,35.0,14.0,7.0,15.0,81.0,37.93
20231021_amics-castello_hestia-menorca,2023-10-21,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/669/hestia-menorca,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,85,65,1.0,36.0,15.0,8.0,11.0,101.0,38.09,1.0,27.0,11.0,4.0,14.0,49.0,20.0
20231027_amics-castello_san-pablo-burgos,2023-10-27,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/909/san-pablo-burgos,81,94,1.0,35.0,19.0,8.0,11.0,83.0,26.31,1.0,42.0,17.0,9.0,15.0,109.0,44.74
20231031_amics-castello_fuenlabrada,2023-10-31,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/159/fuenlabrada,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,85,98,1.0,34.0,19.0,5.0,9.0,91.0,24.0,1.0,30.0,19.0,2.0,9.0,109.0,42.31
20231112_amics-castello_hiopos-lleida,2023-11-12,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,97,82,1.0,37.0,28.0,11.0,17.0,124.0,33.33,1.0,35.0,17.0,10.0,13.0,82.0,20.83
20231117_amics-castello_rioverde-clavijo,2023-11-17,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/910/rioverde-clavijo,79,72,1.0,43.0,18.0,5.0,19.0,85.0,25.0,1.0,30.0,13.0,9.0,10.0,66.0,32.0
20231125_amics-castello_grupo-alega-cantabria,2023-11-25,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/13446/grupo-alega-cantabria,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,91,80,1.0,31.0,18.0,11.0,12.0,104.0,44.0,1.0,35.0,15.0,9.0,17.0,83.0,23.53
20231129_amics-castello_movistar-estudiantes,2023-11-29,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,68,84,1.0,34.0,24.0,5.0,12.0,80.0,34.78,1.0,47.0,27.0,7.0,11.0,103.0,48.27
20231202_amics-castello_real-valladolid,2023-12-02,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,89,71,1.0,32.0,17.0,6.0,15.0,93.0,52.0,1.0,21.0,13.0,4.0,14.0,63.0,40.0
20231221_amics-castello_ubu-tizona-burgos,2023-12-21,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/13448/ubu-tizona-burgos,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,80,66,1.0,49.0,19.0,13.0,20.0,86.0,35.29,1.0,25.0,15.0,8.0,20.0,59.0,35.71
20231229_amics-castello_melilla-ciudad-del-deporte-1,2023-12-29,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,76,65,1.0,34.0,20.0,10.0,8.0,89.0,34.37,1.0,39.0,11.0,4.0,15.0,65.0,35.0
20240105_amics-castello_leyma-coruna,2024-01-05,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,74,83,1.0,34.0,16.0,2.0,14.0,69.0,40.0,1.0,38.0,13.0,3.0,10.0,83.0,17.24
20240113_amics-castello_hla-alicante,2024-01-13,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/151/hla-alicante,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,86,64,1.0,36.0,20.0,14.0,22.0,104.0,29.17,1.0,18.0,13.0,12.0,20.0,57.0,18.75
20240119_amics-castello_fuenlabrada,2024-01-19,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/159/fuenlabrada,77,73,1.0,35.0,13.0,4.0,19.0,75.0,35.0,1.0,33.0,15.0,11.0,11.0,75.0,26.67
20240202_amics-castello_real-betis,2024-02-02,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/158/real-betis,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,98,77,1.0,27.0,20.0,15.0,13.0,115.0,51.51,1.0,34.0,17.0,10.0,20.0,81.0,47.82
20240209_amics-castello_hiopos-lleida,2024-02-09,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,92,98,1.0,34.0,18.0,11.0,17.0,101.0,36.67,1.0,33.0,24.0,6.0,15.0,101.0,45.94
20240216_amics-castello_caceres,2024-02-16,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,81,84,1.0,28.0,14.0,8.0,12.0,79.0,33.33,1.0,28.0,13.0,3.0,13.0,84.0,20.0
20240301_amics-castello_real-valladolid,2024-03-01,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,80,84,1.0,37.0,16.0,9.0,14.0,82.0,24.14,1.0,39.0,15.0,6.0,14.0,86.0,15.0
20240313_amics-castello_ourense,2024-03-13,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/670/ourense,78,81,1.0,32.0,12.0,7.0,15.0,79.0,36.0,1.0,28.0,21.0,8.0,13.0,84.0,41.18
20240317_amics-castello_ubu-tizona-burgos,2024-03-17,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,https://www.proballers.com/es/baloncesto/equipo/13448/ubu-tizona-burgos,72,112,1.0,28.0,22.0,3.0,12.0,66.0,21.43,1.0,57.0,34.0,10.0,7.0,154.0,43.18
20240324_alimerka-oviedo_amics-castello,2024-03-24,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,80,81,1.0,30.0,18.0,4.0,9.0,81.0,26.32,1.0,31.0,14.0,4.0,9.0,85.0,32.0
20240331_amics-castello_movistar-estudiantes,2024-03-31,2023-2024,2023,https://www.proballers.com/es/baloncesto/equipo/147/movistar-estudiantes,https://www.proballers.com/es/baloncesto/equipo/911/amics-castello,95,79,1.0,38.0,29.0,6.0,10.0,117.0,42.42,1.0,27.0,19.0,7.0,11.0,82.0,37.5
