id_partido,fecha,temporada,ano_inicio,uri_local,uri_visitante,puntos_local,puntos_visitante,cobertura_local,rebotes_local,asistencias_local,robos_local,perdidas_local,valoracion_local,porc_t3_local,cobertura_visitante,rebotes_visitante,asistencias_visitante,robos_visitante,perdidas_visitante,valoracion_visitante,porc_t3_visitante
20190111_caceres_real-canoe-n-c,2019-01-11,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c,65,63,1.0,23.0,11.0,12.0,8.0,63.0,32.14,1.0,36.0,8.0,7.0,15.0,65.0,27.78
20190118_caceres_fc-barcelona-ii,2019-01-18,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,70,49,1.0,35.0,14.0,16.0,13.0,85.0,40.0,1.0,34.0,8.0,11.0,20.0,37.0,15.15
20190123_alimerka-oviedo_caceres,2019-01-23,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/152/caceres,82,62,1.0,37.0,22.0,9.0,13.0,110.0,38.23,1.0,37.0,9.0,10.0,13.0,58.0,11.76
20190201_caceres_hiopos-lleida,2019-02-01,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/152/caceres,93,70,1.0,43.0,21.0,9.0,12.0,122.0,40.0,1.0,28.0,6.0,6.0,12.0,56.0,25.0
20181010_alimerka-oviedo_caceres,2018-10-10,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/152/caceres,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,57,70,1.0,32.0,8.0,6.0,9.0,52.0,14.29,1.0,32.0,18.0,4.0,7.0,81.0,48.15
20181009_c-b-prat_hiopos-lleida,2018-10-09,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,65,82,1.0,27.0,15.0,7.0,12.0,68.0,28.0,1.0,36.0,19.0,6.0,12.0,93.0,34.61
20181014_c-b-prat_levitec-huesca,2018-10-14,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,97,86,1.0,30.0,17.0,8.0,14.0,111.0,30.0,1.0,32.0,11.0,7.0,15.0,80.0,26.92
20181020_c-b-prat_leyma-coruna,2018-10-20,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,76,66,1.0,32.0,12.0,7.0,16.0,82.0,40.91,1.0,34.0,11.0,5.0,16.0,56.0,39.28
20181026_c-b-prat_real-valladolid,2018-10-26,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,95,73,1.0,37.0,18.0,8.0,11.0,113.0,42.86,1.0,21.0,13.0,8.0,13.0,71.0,42.31
20181103_c-b-prat_real-betis,2018-11-03,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/158/real-betis,88,90,1.0,27.0,12.0,8.0,10.0,87.0,37.14,1.0,30.0,17.0,6.0,13.0,102.0,41.93
20181124_c-b-prat_surne-bilbao,2018-11-24,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/844/surne-bilbao,66,73,1.0,27.0,14.0,6.0,11.0,68.0,42.86,1.0,36.0,12.0,8.0,10.0,87.0,33.33
20181202_c-b-prat_super-agropal-palencia,2018-12-02,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,55,98,1.0,29.0,12.0,9.0,17.0,46.0,8.0,1.0,38.0,23.0,11.0,15.0,122.0,52.0
20181209_c-b-prat_ourense,2018-12-09,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,74,59,1.0,44.0,16.0,8.0,13.0,93.0,31.58,1.0,29.0,6.0,9.0,12.0,47.0,8.7
20181215_c-b-prat_melilla-ciudad-del-deporte-1,2018-12-15,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,73,77,1.0,32.0,16.0,9.0,12.0,79.0,25.0,1.0,39.0,16.0,5.0,14.0,82.0,38.09
20181222_c-b-prat_coviran-granada,2018-12-22,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,85,54,1.0,45.0,19.0,5.0,13.0,113.0,38.89,1.0,18.0,12.0,10.0,9.0,39.0,22.73
20181229_c-b-prat_real-canoe-n-c,2018-12-29,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c,72,75,1.0,36.0,12.0,7.0,13.0,69.0,25.0,1.0,44.0,14.0,8.0,17.0,82.0,41.66
20190105_c-b-prat_fc-barcelona-ii,2019-01-05,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,75,81,1.0,38.0,19.0,11.0,21.0,78.0,28.57,1.0,32.0,13.0,6.0,15.0,75.0,25.92
20190126_c-b-prat_levitec-huesca,2019-01-26,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,56,83,1.0,32.0,12.0,9.0,17.0,47.0,22.22,1.0,31.0,23.0,9.0,12.0,106.0,36.36
20190201_c-b-prat_leyma-coruna,2019-02-01,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,85,67,1.0,36.0,28.0,9.0,15.0,109.0,50.0,1.0,25.0,10.0,6.0,14.0,59.0,21.43
20190216_c-b-prat_real-valladolid,2019-02-16,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,73,71,1.0,26.0,15.0,6.0,11.0,73.0,28.57,1.0,34.0,11.0,8.0,14.0,69.0,29.63
20190223_c-b-prat_real-betis,2019-02-23,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/158/real-betis,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,78,63,1.0,38.0,16.0,7.0,11.0,93.0,39.28,1.0,29.0,10.0,7.0,12.0,65.0,27.27
20190302_c-b-prat_fibwi-palma,2019-03-02,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,85,83,1.0,37.0,20.0,4.0,17.0,97.0,39.13,1.0,20.0,17.0,10.0,9.0,88.0,23.08
20190317_c-b-prat_surne-bilbao,2019-03-17,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/844/surne-bilbao,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,93,75,1.0,30.0,21.0,12.0,11.0,109.0,44.44,1.0,34.0,14.0,7.0,20.0,73.0,40.0
20181111_c-b-prat_fibwi-palma,2018-11-11,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,99,70,1.0,42.0,21.0,6.0,14.0,119.0,40.74,1.0,19.0,5.0,4.0,11.0,47.0,43.48
20190111_alimerka-oviedo_c-b-prat,2019-01-11,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,79,78,1.0,26.0,16.0,11.0,11.0,79.0,39.13,1.0,31.0,20.0,6.0,19.0,89.0,29.63
20190123_c-b-prat_hiopos-lleida,2019-01-23,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,80,58,1.0,41.0,20.0,13.0,12.0,98.0,25.0,1.0,37.0,8.0,6.0,18.0,50.0,29.63
20190324_c-b-prat_super-agropal-palencia,2019-03-24,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,64,63,1.0,36.0,10.0,12.0,14.0,67.0,10.53,1.0,27.0,7.0,11.0,14.0,61.0,29.41
20190330_c-b-prat_ourense,2019-03-30,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/670/ourense,67,88,1.0,26.0,13.0,10.0,13.0,60.0,18.18,1.0,30.0,19.0,9.0,13.0,106.0,47.37
20190413_c-b-prat_coviran-granada,2019-04-13,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,61,76,1.0,28.0,14.0,6.0,11.0,60.0,21.74,1.0,36.0,16.0,7.0,12.0,82.0,40.0
20190421_c-b-prat_real-canoe-n-c,2019-04-21,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,77,68,1.0,41.0,12.0,6.0,16.0,86.0,25.81,1.0,34.0,11.0,9.0,17.0,54.0,23.81
20190426_c-b-prat_fc-barcelona-ii,2019-04-26,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,70,66,1.0,32.0,16.0,10.0,18.0,62.0,48.27,1.0,30.0,11.0,12.0,17.0,65.0,29.03
20190503_alimerka-oviedo_c-b-prat,2019-05-03,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,81,71,1.0,40.0,20.0,6.0,15.0,103.0,45.83,1.0,31.0,12.0,11.0,11.0,68.0,28.57
20190405_c-b-prat_melilla-ciudad-del-deporte-1,2019-04-05,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/2110/c-b-prat,72,88,1.0,32.0,13.0,6.0,11.0,71.0,25.92,1.0,35.0,16.0,7.0,10.0,103.0,47.37
20181005_leyma-coruna_real-valladolid,2018-10-05,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,95,90,1.0,35.0,18.0,5.0,7.0,112.0,42.86,1.0,28.0,16.0,4.0,7.0,88.0,50.0
20181014_real-betis_real-valladolid,2018-10-14,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/158/real-betis,74,67,1.0,31.0,14.0,11.0,14.0,75.0,36.84,1.0,33.0,10.0,6.0,19.0,59.0,23.81
20181021_fibwi-palma_real-valladolid,2018-10-21,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,84,87,1.0,37.0,11.0,2.0,9.0,82.0,38.46,1.0,31.0,11.0,1.0,9.0,85.0,54.54
20181104_real-valladolid_surne-bilbao,2018-11-04,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/844/surne-bilbao,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,84,77,1.0,27.0,21.0,8.0,8.0,103.0,37.5,1.0,33.0,16.0,5.0,13.0,87.0,41.17
20181116_real-valladolid_super-agropal-palencia,2018-11-16,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,101,97,1.0,43.0,14.0,4.0,11.0,109.0,46.66,1.0,36.0,10.0,7.0,10.0,92.0,35.48
20181123_ourense_real-valladolid,2018-11-23,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/670/ourense,66,72,1.0,40.0,13.0,6.0,11.0,73.0,26.31,1.0,33.0,10.0,1.0,13.0,65.0,37.04
20181127_melilla-ciudad-del-deporte-1_real-valladolid,2018-11-27,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,79,72,1.0,29.0,21.0,10.0,12.0,99.0,38.09,1.0,26.0,13.0,6.0,16.0,66.0,33.33
20181202_coviran-granada_real-valladolid,2018-12-02,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,80,70,1.0,33.0,16.0,5.0,2.0,88.0,25.92,1.0,30.0,8.0,1.0,8.0,64.0,34.78
20181207_real-canoe-n-c_real-valladolid,2018-12-07,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,83,64,1.0,31.0,18.0,5.0,13.0,94.0,47.62,1.0,33.0,9.0,9.0,10.0,56.0,21.05
20181214_fc-barcelona-ii_real-valladolid,2018-12-14,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,66,71,1.0,30.0,12.0,8.0,11.0,60.0,26.31,1.0,30.0,12.0,6.0,18.0,69.0,38.46
20181222_alimerka-oviedo_real-valladolid,2018-12-22,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,78,68,1.0,35.0,16.0,6.0,11.0,89.0,32.35,1.0,33.0,10.0,5.0,10.0,65.0,31.58
20190104_hiopos-lleida_real-valladolid,2019-01-04,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,68,72,1.0,33.0,14.0,8.0,11.0,69.0,40.74,1.0,38.0,11.0,9.0,10.0,76.0,38.89
20190111_levitec-huesca_real-valladolid,2019-01-11,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,84,50,1.0,46.0,19.0,8.0,10.0,104.0,28.57,1.0,33.0,8.0,6.0,16.0,37.0,27.27
20190118_leyma-coruna_real-valladolid,2019-01-18,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,75,65,1.0,39.0,9.0,3.0,8.0,81.0,30.77,1.0,28.0,12.0,3.0,10.0,64.0,35.29
20190127_real-betis_real-valladolid,2019-01-27,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/158/real-betis,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,88,83,1.0,21.0,15.0,5.0,6.0,90.0,43.75,1.0,35.0,13.0,4.0,12.0,90.0,41.17
20190201_fibwi-palma_real-valladolid,2019-02-01,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,80,76,1.0,35.0,13.0,6.0,10.0,92.0,42.86,1.0,24.0,16.0,4.0,9.0,78.0,36.67
20190222_real-valladolid_surne-bilbao,2019-02-22,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/844/surne-bilbao,79,64,1.0,30.0,15.0,4.0,12.0,85.0,52.38,1.0,30.0,14.0,6.0,10.0,64.0,23.08
20190308_real-valladolid_super-agropal-palencia,2019-03-08,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/1562/super-agropal-palencia,76,80,1.0,34.0,12.0,6.0,10.0,75.0,25.0,1.0,31.0,12.0,5.0,13.0,79.0,50.0
20190316_ourense_real-valladolid,2019-03-16,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,81,75,1.0,35.0,12.0,8.0,14.0,83.0,37.5,1.0,34.0,11.0,11.0,11.0,72.0,19.05
20190319_melilla-ciudad-del-deporte-1_real-valladolid,2019-03-19,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,70,76,1.0,36.0,11.0,8.0,9.0,63.0,16.67,1.0,43.0,13.0,4.0,15.0,86.0,21.74
20190323_coviran-granada_real-valladolid,2019-03-23,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,64,74,1.0,41.0,11.0,4.0,13.0,67.0,25.92,1.0,30.0,10.0,9.0,12.0,73.0,45.0
20190407_fc-barcelona-ii_real-valladolid,2019-04-07,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,65,69,1.0,40.0,14.0,3.0,8.0,66.0,25.0,1.0,36.0,9.0,6.0,8.0,71.0,25.0
20190412_alimerka-oviedo_real-valladolid,2019-04-12,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,79,85,1.0,30.0,15.0,6.0,7.0,84.0,25.92,1.0,35.0,13.0,0.0,13.0,90.0,36.36
20190426_hiopos-lleida_real-valladolid,2019-04-26,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,79,58,1.0,37.0,15.0,6.0,7.0,91.0,40.91,1.0,38.0,11.0,4.0,13.0,53.0,20.0
20190503_levitec-huesca_real-valladolid,2019-05-03,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,73,74,1.0,29.0,19.0,5.0,7.0,85.0,29.17,1.0,38.0,10.0,3.0,11.0,78.0,40.91
20190329_real-canoe-n-c_real-valladolid,2019-03-29,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/146/real-valladolid,https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c,96,79,1.0,36.0,23.0,8.0,18.0,117.0,43.33,1.0,18.0,9.0,8.0,14.0,63.0,42.86
20181007_coviran-granada_ourense,2018-10-07,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/670/ourense,68,64,1.0,33.0,10.0,8.0,10.0,71.0,18.18,1.0,28.0,13.0,2.0,12.0,60.0,34.78
20181010_coviran-granada_melilla-ciudad-del-deporte-1,2018-10-10,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,67,53,1.0,33.0,12.0,7.0,12.0,75.0,33.33,1.0,31.0,5.0,7.0,15.0,38.0,22.22
20181021_coviran-granada_real-canoe-n-c,2018-10-21,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c,87,60,1.0,39.0,19.0,8.0,14.0,106.0,50.0,1.0,22.0,10.0,7.0,19.0,40.0,31.58
20181027_coviran-granada_fc-barcelona-ii,2018-10-27,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,78,60,1.0,42.0,15.0,7.0,12.0,86.0,28.0,1.0,37.0,11.0,5.0,14.0,49.0,14.29
20181104_alimerka-oviedo_coviran-granada,2018-11-04,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,70,73,1.0,39.0,14.0,10.0,8.0,79.0,25.0,1.0,30.0,12.0,1.0,15.0,74.0,44.44
20181117_coviran-granada_hiopos-lleida,2018-11-17,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,79,63,1.0,36.0,22.0,6.0,12.0,99.0,35.0,1.0,28.0,9.0,5.0,14.0,48.0,28.57
20181123_coviran-granada_levitec-huesca,2018-11-23,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,89,82,1.0,47.0,16.0,6.0,19.0,90.0,43.48,1.0,51.0,13.0,8.0,14.0,73.0,23.08
20181127_coviran-granada_leyma-coruna,2018-11-27,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,93,59,1.0,44.0,22.0,7.0,12.0,120.0,48.15,1.0,25.0,15.0,5.0,18.0,43.0,35.71
20181208_coviran-granada_real-betis,2018-12-08,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/158/real-betis,60,81,1.0,39.0,17.0,6.0,9.0,61.0,30.55,1.0,34.0,11.0,5.0,12.0,97.0,36.36
20181216_coviran-granada_fibwi-palma,2018-12-16,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2796/fibwi-palma,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,60,78,1.0,27.0,10.0,6.0,8.0,50.0,20.0,1.0,44.0,14.0,4.0,15.0,94.0,57.14
20181230_coviran-granada_surne-bilbao,2018-12-30,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/844/surne-bilbao,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,93,68,1.0,31.0,22.0,5.0,11.0,109.0,40.0,1.0,29.0,8.0,5.0,13.0,56.0,27.78
20190119_coviran-granada_ourense,2019-01-19,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/670/ourense,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,80,83,1.0,27.0,15.0,7.0,11.0,83.0,28.57,1.0,31.0,10.0,5.0,15.0,84.0,40.91
20190123_coviran-granada_melilla-ciudad-del-deporte-1,2019-01-23,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/667/melilla-ciudad-del-deporte-1,76,85,1.0,31.0,15.0,1.0,10.0,78.0,37.5,1.0,26.0,15.0,5.0,8.0,96.0,47.37
20190201_coviran-granada_real-canoe-n-c,2019-02-01,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/13206/real-canoe-n-c,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,53,66,1.0,32.0,13.0,7.0,14.0,49.0,31.58,1.0,33.0,11.0,10.0,15.0,69.0,28.0
20190216_coviran-granada_fc-barcelona-ii,2019-02-16,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/2244/fc-barcelona-ii,73,53,1.0,32.0,15.0,7.0,18.0,85.0,35.29,1.0,24.0,11.0,10.0,17.0,41.0,26.92
20190223_alimerka-oviedo_coviran-granada,2019-02-23,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2243/alimerka-oviedo,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,76,56,1.0,33.0,11.0,6.0,10.0,81.0,43.48,1.0,34.0,4.0,4.0,9.0,46.0,13.64
20190308_coviran-granada_hiopos-lleida,2019-03-08,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/219/hiopos-lleida,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,78,70,1.0,27.0,13.0,8.0,10.0,88.0,36.0,1.0,22.0,11.0,4.0,12.0,65.0,33.33
20190316_coviran-granada_levitec-huesca,2019-03-16,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,https://www.proballers.com/es/baloncesto/equipo/1564/levitec-huesca,87,64,1.0,38.0,16.0,7.0,11.0,107.0,56.0,1.0,30.0,11.0,3.0,12.0,54.0,29.63
20190319_coviran-granada_leyma-coruna,2019-03-19,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/2114/leyma-coruna,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,73,80,1.0,28.0,20.0,5.0,11.0,80.0,46.15,1.0,32.0,21.0,6.0,15.0,96.0,52.94
20190330_coviran-granada_real-betis,2019-03-30,2018-2019,2018,https://www.proballers.com/es/baloncesto/equipo/158/real-betis,https://www.proballers.com/es/baloncesto/equipo/218/coviran-granada,93,80,1.0,27.0,19.0,10.0,7.0,108.0,51.85,1.0,31.0,14.0,3.0,13.0,83.0,28.12
